,timestamp,end_time,odo,end_odo,soc,end_soc,duration,delta_odo,delta_soc,event_charge,event_trip,charge_mode_120,charge_mode_240,charge_mode_DCCharging
179,521.4833333333333,523.2833333333333,3296.015625,3387.84375,83.5,65.4,108.0,91.828125,-18.099999999999994,0.0,1.0,0.0,0.0,0.0
180,523.7333333333333,527.6,3387.84375,3552.34375,65.4,32.9,232.0,164.5,-32.50000000000001,0.0,1.0,0.0,0.0,0.0
181,527.9,528.85,3552.34375,3552.34375,32.9,34.1,57.0,0.0,1.2000000000000028,1.0,0.0,1.0,0.0,0.0
182,528.85,529.1666666666666,3552.34375,3564.5625,34.1,32.1,19.0,12.21875,-2.0,0.0,1.0,0.0,0.0,0.0
183,530.4833333333333,531.5,3566.46875,3566.46875,32.1,81.5,61.0,0.0,49.4,1.0,0.0,0.0,0.0,1.0
184,531.5,533.2833333333333,3566.46875,3665.125,81.5,61.1,107.0,98.65625,-20.4,0.0,1.0,0.0,0.0,0.0
185,533.3,533.8333333333334,3665.125,3686.953125,61.1,56.0,32.0,21.828125,-5.100000000000001,0.0,1.0,0.0,0.0,0.0
186,533.85,534.7,3686.953125,3686.953125,56.0,56.8,51.0,0.0,0.7999999999999972,1.0,0.0,1.0,0.0,0.0
187,534.7,535.7833333333333,3686.953125,3753.765625,56.8,42.3,65.0,66.8125,-14.5,0.0,1.0,0.0,0.0,0.0
188,543.4666666666667,544.8166666666667,3753.765625,3810.0,51.7,41.1,81.0,56.234375,-10.600000000000001,0.0,1.0,0.0,0.0,0.0
189,535.7833333333333,543.4666666666667,3753.765625,3753.765625,42.3,51.7,461.0,0.0,9.400000000000006,1.0,0.0,1.0,0.0,0.0
190,545.85,546.1,3810.0,3818.765625,83.1,81.1,15.0,8.765625,-2.0,0.0,1.0,0.0,0.0,0.0
191,544.85,545.85,3810.0,3810.0,41.1,83.1,60.0,0.0,41.99999999999999,1.0,0.0,0.0,0.0,1.0
192,547.1333333333333,547.3166666666667,3818.765625,3822.203125,81.1,80.7,11.0,3.4375,-0.3999999999999915,0.0,1.0,0.0,0.0,0.0
193,547.8166666666667,549.4833333333333,3832.046875,3904.78125,79.6,65.0,100.0,72.734375,-14.599999999999994,0.0,1.0,0.0,0.0,0.0
194,549.8166666666667,549.8833333333333,3904.78125,3904.78125,64.7,64.7,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
